FID,local_authority,uprn,address,url,opening_hours,facilities,sh_date_uploaded,sh_src,sh_src_id,la_s_code
pub_lib.304,Renfrewshire,123083427,"RENFREWSHIRE COUNCIL, RENFREW LIBRARY, PAISLEY ROAD, RENFREW, PA4 8LJ",https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?p=13961a65-033a-4fdd-b6b1-cd91360ede1d&v=*,,,2018-09-07,d4ee8f5d-618f-42e0-aeff-e6273f2dbc0d,1,S12000038
pub_lib.305,Perth and Kinross,124091600,"AUCHTERARDER LIBRARY, CHAPEL WYND, AUCHTERARDER, PH3 1BL",,,,2025-02-03,edcb4e39-7123-42f2-a9ff-4b1038dd3122,9,S12000048
pub_lib.306,East Lothian,138062175,"HADDINGTON LIBRARY, THE JOHN GRAY CENTRE, 15, LODGE STREET, HADDINGTON, EH41 3DX",,,,2023-12-18,1181a6a2-94a2-4bb4-b1dd-5ca34a3155ac,10,S12000010
pub_lib.307,North Lanarkshire,118143429,"CUMBERNAULD LIBRARY AND MUSEUM, 8, ALLANDER WALK, CENTRAL WAY, CUMBERNAULD, G67 1EE",https://culturenl.co.uk/libraries/your-library/cumbernauld-library/,,,2025-02-03,90de9621-d8c3-4565-92da-efa06d7de6c5,16,S12000050
pub_lib.308,Highland,130111759,"CULLODEN LIBRARY, KEPPOCH ROAD, CULLODEN, INVERNESS, IV2 7LL",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,15,S12000017
pub_lib.309,Renfrewshire,123033863,"RENFREWSHIRE COUNCIL, LOCHWINNOCH LIBRARY, 51, HIGH STREET, LOCHWINNOCH, PA12 4AB",https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?p=13961a65-033a-4fdd-b6b1-cd91360ede1d&v=*,,,2018-09-07,d4ee8f5d-618f-42e0-aeff-e6273f2dbc0d,10,S12000038
pub_lib.310,Highland,130132931,"GOLSPIE LIBRARY, BACK ROAD, GOLSPIE, KW10 6RW",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,25,S12000017
pub_lib.311,Renfrewshire,123055258,"PAISLEY CENTRAL LIBRARY, 68, HIGH STREET, PAISLEY, PA1 2BB",https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?p=13961a65-033a-4fdd-b6b1-cd91360ede1d&v=*,,,2018-09-07,d4ee8f5d-618f-42e0-aeff-e6273f2dbc0d,12,S12000038
pub_lib.312,Aberdeenshire,151086014,"ABERDEENSHIRE COUNCIL, WHITEHILLS LIBRARY, LOCH STREET, WHITEHILLS, AB45 2LT",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/whitehills-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,35,S12000034
pub_lib.313,Scottish Borders,,"KELSO LIBRARY CONTACT CENTRE, BOWMONT STREET KELSO TD5 7JH",http://www.liveborders.org.uk/libraries_and_archives(1)/libraries/find_your_nearest_library/kelso_library_contact_centre(1).aspx,,,2020-06-30,99d78906-c052-4865-80d8-ba53d27a38dc,9,S12000026
pub_lib.314,North Lanarkshire,118181190,"NEW STEVENSTON LIBRARY, CORONATION ROAD EAST, NEW STEVENSTON, MOTHERWELL, ML1 4HX",https://culturenl.co.uk/libraries/your-library/new-stevenston-library/,,,2025-02-03,90de9621-d8c3-4565-92da-efa06d7de6c5,19,S12000050
pub_lib.315,Stirling,122009546,"LIBRARY, KIRKBURN ROAD, STRATHBLANE, G63 9ED",,,,2025-02-03,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,14,S12000030
pub_lib.316,Perth and Kinross,124057373,"BLAIRGOWRIE LIBRARY, 46A, LESLIE STREET, BLAIRGOWRIE, PH10 6AW",,,,2025-02-03,edcb4e39-7123-42f2-a9ff-4b1038dd3122,7,S12000048
pub_lib.317,Highland,130125420,"LIBRARY AND SERVICE POINT, STATION ROAD, ARDERSIER, IV2 7SU",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,3,S12000017
pub_lib.318,Dundee City,,"WHITFIELD COMMUNITY LIBRARY, 71 LOTHIAN CREXCENT, DD4 0HU",/whitfield-community-library,,,2018-06-29,5ad3c706-b7b3-4490-b0f6-b7ceb95d96fb,5,S12000042
pub_lib.319,East Dunbartonshire,,"LENNOXTOWN LIBRARY, 46 MAIN STREET, LENNOXTOWN, G66 7JJ",https://www.edlc.co.uk/libraries,,,2018-03-20,9598c8b1-9449-4f0a-ad70-f144ac922a73,3,S12000045
pub_lib.320,Midlothian,120032472,"MAYFIELD LIBRARY, STONE AVENUE, MAYFIELD, DALKEITH, EH22 5PB",,,,2018-03-22,db0f9caf-b056-44a6-888a-f08bb22a47e5,2,S12000019
pub_lib.321,Dumfries and Galloway,137076378,"DUMFRIES AND GALLOWAY COUNCIL, DG CUSTOMER SERVICES - KIRKCONNEL, NITH BUILDINGS, GREYSTONE AVENUE, KELLOHOLM, DG4 6RX",https://www.dumgal.gov.uk/article/15579/DG-Customer-Services-Kirkconnel,,,2019-04-08,5b5e0bc5-c7f4-490f-a638-d444fcf75044,16,S12000006
pub_lib.322,Stirling,122007046,"LIBRARY, THE SQUARE, DRYMEN, G63 0BL",,,,2025-02-03,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,2,S12000030
pub_lib.323,Fife,320182737,"KENNOWAY LIBRARY, 1-3, BISHOPS COURT, KENNOWAY, KY8 5LA",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,19,S12000047
pub_lib.324,Falkirk,,"BONNYBRIDGE LIBRARY, BRIDGE STREET, BONNYBRIDGE, FK4 1AD",,,,2025-02-03,ea017944-4acf-44f4-b405-cbf11fc018cb,2,S12000014
pub_lib.325,Falkirk,,"SLAMANNAN LIBRARY, THE CROSS, SLAMANNAN, FK1 3EX",,,,2025-02-03,ea017944-4acf-44f4-b405-cbf11fc018cb,7,S12000014
pub_lib.326,Renfrewshire,123092247,"RENFREWSHIRE COUNCIL, RALSTON LIBRARY, RALSTON COMMUNITY CENTRE, ALLANTON AVENUE, PAISLEY, PA1 3BL",https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?p=13961a65-033a-4fdd-b6b1-cd91360ede1d&v=*,,,2018-09-07,d4ee8f5d-618f-42e0-aeff-e6273f2dbc0d,3,S12000038
pub_lib.327,Fife,320177594,"COLINSBURGH LIBRARY, 48-50, MAIN STREET, COLINSBURGH, KY9 1LS",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,40,S12000047
pub_lib.328,East Ayrshire,127062972,"4, CRAIGVIEW ROAD, NEWMILNS, KA16 9DQ",https://eastayrshireleisure.com/index.php?a=landing&id=6&mid=6,,,2021-04-01,9c9c483c-05e0-47d9-9d7a-0a129b103bae,7,S12000008
pub_lib.329,Dumfries and Galloway,137008340,"DG CUSTOMER SERVICES - NEWTON STEWART, CHURCH STREET, NEWTON STEWART, DG8 6ER",https://www.dumgal.gov.uk/article/15584/DG-Customer-Services-Newton-Stewart,,,2019-04-08,5b5e0bc5-c7f4-490f-a638-d444fcf75044,21,S12000006
pub_lib.330,Highland,130110106,"HIGH LIFE HIGHLAND, NAIRN LIBRARY, 68, HIGH STREET, NAIRN, IV12 4AU",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,41,S12000017
pub_lib.331,Glasgow City,906700411789,"ANDERSTON LIBRARY, THE MITCHELL LIBRARY, 201, NORTH STREET, GLASGOW, G3 7DN",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,33,S12000049
pub_lib.332,Clackmannanshire,35012698,"THE HIVE, PARK PLACE, DOLLAR, FK14 7AA",http://www.clacksweb.org.uk/culture/dollarcap/,,,2025-02-03,752faf13-7db1-4fa5-a3d6-9a1780c54a9f,4,S12000005
pub_lib.333,Fife,320176208,"ST MONANS LIBRARY, HOPE PLACE, ST MONANS, KY10 2DJ",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,24,S12000047
pub_lib.334,Na h-Eileanan an Iar,139023574,"SCHOOL, SIR EDWARD SCOTT SCHOOL, WEST TARBERT, TARBERT, HS3 3BG",https://www.cne-siar.gov.uk/leisure-sport-and-culture/libraries-and-archives/leabharlannan-nan-eilean-siar/,Mon & Thu 10am to 1pm / 2pm to 5pm Wed & Sat 10am to 1pm Tue 10am to 1pm / 2pm to 4pm / 6 to 8pm,,2019-04-02,5436619d-3c7e-487a-9b46-dafb69eb0f9f,2,S12000013
pub_lib.335,Argyll and Bute,,"HELENSBURGH LIBRARY, WEST KING STREET, HELENSBURGH, G84 8EB",http://www.liveargyll.co.uk/library/helensburgh-library,,"Local collections, Computers, Exhibition space, Regular events and classes",2025-02-03,2d6b243e-75c0-47f2-9803-9957b55d5335,12,S12000035
pub_lib.336,North Lanarkshire,118020086,"CONDORRAT COMMUNITY LIBRARY, NORTH ROAD, CONDORRAT, CUMBERNAULD, G68 9AE",https://culturenl.co.uk/libraries/your-library/condorrat-library/,,,2025-02-03,90de9621-d8c3-4565-92da-efa06d7de6c5,1,S12000050
pub_lib.337,East Lothian,138000360,"EAST LOTHIAN COUNCIL, MUSSELBURGH LIBRARY, 10, BRIDGE STREET, FISHERROW, MUSSELBURGH, EH21 6AG",,,,2023-12-18,1181a6a2-94a2-4bb4-b1dd-5ca34a3155ac,2,S12000010
pub_lib.338,Falkirk,,"DENNY LIBRARY, CHURCH WALK, DENNY, FK6 6DF",,,,2025-02-03,ea017944-4acf-44f4-b405-cbf11fc018cb,3,S12000014
pub_lib.339,Glasgow City,906700351856,"PARKHEAD LIBRARY AND LEARNING CENTRE, 64, TOLLCROSS ROAD, GLASGOW, G31 4XA",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,23,S12000049
pub_lib.340,East Renfrewshire,,NETHERLEE PAVILION 19 LINNPARK AVENUE NETHERLEE EAST RENFREWSHIRE G44 3PL,,,,2018-06-26,6b18385b-d642-4d16-9e1f-4e9c6f7e3767,10,S12000011
pub_lib.341,Argyll and Bute,,"TOBERMORY LIBRARY, TOBERMORY HIGH SCHOOL, ISLE OF MULL, PA75 6PB",http://www.liveargyll.co.uk/library/tobermory-library,,,2025-02-03,2d6b243e-75c0-47f2-9803-9957b55d5335,8,S12000035
pub_lib.342,Angus,117096491,"ANGUS COUNCIL, PUBLIC LIBRARY, 50-56, WEST HIGH STREET, FORFAR, DD8 1BA",,,,2021-04-26,463b9ec8-0152-4849-b9e1-d92258c2a32c,2,S12000041
pub_lib.343,City of Edinburgh,,"KIRKLISTON LIBRARY, 16 STATION ROAD, EH29 9BE",,Mon & Wed: 1 - 8pm. Tues & Fri: 10am - 5pm. Sat 10am - 2pm,"Library Link, Disabled access and toilets for disabled users, Induction LOOP, Distribution of hearing aid batteries, Book group taking place monthly on the last Wednesday of the month 7pm - 8pm.",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,13,S12000036
pub_lib.344,Dundee City,,"COLDSIDE COMMUNITY LIBRARY, 150 STRATHMARTINE ROAD, DUNDEE, DD3 7SE",/coldside-community-library,,,2018-06-29,5ad3c706-b7b3-4490-b0f6-b7ceb95d96fb,13,S12000042
pub_lib.395,Midlothian,120036245,"NEWTONGRANGE LIBRARY, ST DAVIDS, NEWTONGRANGE, EH22 4LG",,,,2018-03-22,db0f9caf-b056-44a6-888a-f08bb22a47e5,6,S12000019
pub_lib.345,North Ayrshire,126060750,"DALRY LIBRARY, 14, THE CROSS, DALRY, KA24 5AW",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon & Tues 10-1, 2-5; Weds Closed; Thurs 2-7; Fri 10-1, 2-4.30; Sat 10-12.30.","Wifi, Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access., Computer Buddy Scheme., Online reference resources e.g. Britannica and Scran from home using your library card number (P0000....), Homework Club meets on Mondays 3.30-4.30pm during term-time., Free access to Grid Club website. , Past Papers., Other Facilities: public information screens; study area; exhibition space; disabled access; lift; toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-02-03,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,8,S12000021
pub_lib.346,City of Edinburgh,,"CENTRAL LIBRARY, GEORGE IV BRIDGE, EH1 1EG",,"Mon, Tue, Wed: 10am-8pm. Thu, Fri, Sat: 10am-5pm","Art & Design Library; Central Lending Library; Central Children’s Library; Edinburgh & Scottish Collection; Music Library; Reference Library. Visually impaired service, e-book surgery, Exhibition space, Meeting rooms, Acoustic pod, GET ONLINE.",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,4,S12000036
pub_lib.347,Stirling,122058862,"COLLEGE, RAPLOCH COMMUNITY CAMPUS, DRIP ROAD, RAPLOCH, STIRLING, FK8 1SD",,,,2025-02-03,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,15,S12000030
pub_lib.348,Aberdeenshire,151086019,"ABERDEENSHIRE COUNCIL, MINTLAW LIBRARY, NEWLANDS ROAD, MINTLAW, AB42 5GP",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/mintlaw-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,23,S12000034
pub_lib.349,East Dunbartonshire,,"WESTERTON LIBRARY, 82 MAXWELL AVENUE, BEARSDEN, G61 1NZ",https://www.edlc.co.uk/libraries,,,2018-03-20,9598c8b1-9449-4f0a-ad70-f144ac922a73,5,S12000045
pub_lib.350,Perth and Kinross,124092355,"COMMUNITY LIBRARY, BREADALBANE COMMUNITY CAMPUS, CRIEFF ROAD, ABERFELDY, PH15 2FJ",,,,2025-02-03,edcb4e39-7123-42f2-a9ff-4b1038dd3122,10,S12000048
pub_lib.351,Glasgow City,906700249009,"CASTLEMILK LIBRARY AND LEARNING CENTRE, 100, CASTLEMILK DRIVE, GLASGOW, G45 9TN",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,13,S12000049
pub_lib.352,Dumfries and Galloway,137042179,"DG CUSTOMER SERVICES - WHITHORN, 60, ST JOHN STREET, WHITHORN, DG8 8PF",https://www.dumgal.gov.uk/article/15587/DG-Customer-Services-Whithorn,,,2019-04-08,5b5e0bc5-c7f4-490f-a638-d444fcf75044,22,S12000006
pub_lib.353,Glasgow City,906700124992,"BAILLIESTON LIBRARY AND LEARNING CENTRE, 141, MAIN STREET, BAILLIESTON, GLASGOW, G69 6AA",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,22,S12000049
pub_lib.354,Dumfries and Galloway,137042103,"DG CUSTOMER SERVICES - DALBEATTIE, 23-25, HIGH STREET, DALBEATTIE, DG5 4AD",https://www.dumgal.gov.uk/article/15396/DG-Customer-Services-Dalbeattie,,,2019-04-08,5b5e0bc5-c7f4-490f-a638-d444fcf75044,13,S12000006
pub_lib.355,Fife,320199927,"DALGETY BAY LIBRARY, REGENTS WAY, DALGETY BAY, KY11 9UY",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,25,S12000047
pub_lib.356,Stirling,122035252,"LIBRARY, ST NINIANS ROAD, CAMBUSBARRON, FK7 9NU",,,,2025-02-03,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,10,S12000030
pub_lib.357,Na h-Eileanan an Iar,139022829,"LIBRARY, CASTLEBAY COMMUNITY SCHOOL, CASTLEBAY, CASTLEBAY, HS9 5XD",https://www.cne-siar.gov.uk/leisure-sport-and-culture/libraries-and-archives/leabharlannan-nan-eilean-siar/,Mon & Thu 9am to 12.30pm / 1.30 to 4pm Tue 9am to 12.30pm / 1.30 to 4pm / 6 to 8pm Wed & Sat 10am to 12.30pm,,2019-04-02,5436619d-3c7e-487a-9b46-dafb69eb0f9f,4,S12000013
pub_lib.358,Falkirk,,"GRANGEMOUTH LIBRARY, BO'NESS ROAD, GRANGEMOUTH, FK3 8AF",,,,2025-02-03,ea017944-4acf-44f4-b405-cbf11fc018cb,5,S12000014
pub_lib.359,Angus,117096713,"PUBLIC LIBRARY, HIGH STREET, MONIFIETH, DD5 4AE",,,,2021-04-26,463b9ec8-0152-4849-b9e1-d92258c2a32c,9,S12000041
pub_lib.360,Glasgow City,906700386594,"GORBALS LIBRARY AND REAL LEARNING CENTRE, 180, CROWN STREET, GORBALS, GLASGOW, G5 9XD",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,4,S12000049
pub_lib.361,Highland,130112166,"PLOCKTON VILLAGE HALL AND LIBRARY, HARBOUR STREET, PLOCKTON, IV52 8TG",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,42,S12000017
pub_lib.362,Argyll and Bute,,"LIBRARY HQ, HIGHLAND AVENUE, SANDBANK, DUNOON, PA23 8PB",http://www.argyll-bute.gov.uk/community-life-and-leisure/libraries-and-archives,,,2025-02-03,2d6b243e-75c0-47f2-9803-9957b55d5335,6,S12000035
pub_lib.363,Stirling,122044012,"CENTRAL LIBRARY, 19, CORN EXCHANGE ROAD, STIRLING, FK8 2HX",,,,2025-02-03,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,3,S12000030
pub_lib.364,West Lothian,200004125393,"ARMADALE COMMUNITY CENTRE AND LIBRARY, NORTH STREET, ARMADALE, EH48 3QB",,,,2019-04-10,801bda6d-fe36-456f-8666-4e9105b078b1,10,S12000040
pub_lib.365,Dumfries and Galloway,137006776,"DG CUSTOMER SERVICES - LOCKERBIE, 31-33, HIGH STREET, LOCKERBIE, DG11 2JL",https://www.dumgal.gov.uk/article/15577/DG-Customer-Services-Lockerbie,,,2019-04-08,5b5e0bc5-c7f4-490f-a638-d444fcf75044,5,S12000006
pub_lib.366,South Lanarkshire,,LESMAHAGOW LIBRARY,,,,2018-07-04,11dc1752-bda0-45ac-8f51-9879c919bd69,20,S12000029
pub_lib.367,Moray,133057760,"TOMINTOUL LIBRARY, TOMINTOUL PRIMARY SCHOOL, CULTS DRIVE, TOMINTOUL, AB37 9HW",http://www.moray.gov.uk/moray_standard/page_39973.html,,,2025-02-03,f4ed5187-39e7-4d8a-9d9e-d2503146ab2e,12,S12000020
pub_lib.368,Glasgow City,906700043582,"KNIGHTSWOOD LIBRARY AND LEARNING CENTRE, 27, DUNTERLIE AVENUE, GLASGOW, G13 3BB",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,17,S12000049
pub_lib.369,Scottish Borders,,"MELROSE LIBRARY, 18 MARKET SQUARE MELROSE TD6 9PN",http://www.liveborders.org.uk/libraries_and_archives(1)/libraries/find_your_nearest_library/melrose_library(1).aspx,,,2020-06-30,99d78906-c052-4865-80d8-ba53d27a38dc,10,S12000026
pub_lib.370,Glasgow City,906700387693,"MARYHILL LIBRARY AND LEARNING CENTRE, 1508, MARYHILL ROAD, GLASGOW, G20 9AD",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,31,S12000049
pub_lib.396,Glasgow City,906700098572,"WOODSIDE LIBRARY AND LEARNING CENTRE, 343, ST GEORGES ROAD, GLASGOW, G3 6JQ",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,24,S12000049
pub_lib.371,Aberdeenshire,151146124,"ABERDEENSHIRE COUNCIL, MELDRUM LIBRARY, MELDRUM ACADEMY, COLPY ROAD, OLDMELDRUM, AB51 0NT",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/meldrum-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,22,S12000034
pub_lib.372,North Ayrshire,126060673,"KILWINNING LIBRARY, ST WINNINGS LANE, KILWINNING, KA13 6EP",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon, Thurs, Fri 10-5; Tues 10-7; Weds 9.30-12.30; Sat 10-1.","Wifi, Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Adult book group meets on Tuesdays every month at 7pm., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access., First Steps in IT classes and Digital Photography workshops for adults., Computer Buddy Scheme., Council Information Point., Online reference resources e.g. UK Newsstand, Britannica Online, Credo and Scran from home using your library card number (P0000....) , Children's website - Book Sp@ce, Young People's website - Teen Sp@ce, Homework club meets every Tuesday 3.30-4.45pm during term-time., Free access to Grid Club and Scran websites. , Past Papers , Other Facilities: public information screens; study areas, exhibition space; disabled access; toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-02-03,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,15,S12000021
pub_lib.373,Fife,320216107,"FREUCHIE LIBRARY, LUMSDEN MEMORIAL HALL, HIGH STREET, FREUCHIE, KY15 7EX",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,39,S12000047
pub_lib.374,West Dunbartonshire,129056495,"FAIFLEY LIBRARY, CRAIGPARK STREET, CLYDEBANK, G81 5BS",,,,2019-04-12,3011ba66-8dd6-4c97-93b5-649138a12fca,8,S12000039
pub_lib.375,Fife,320310244,"JENNIE LEE LIBRARY, LOCHGELLY CENTRE, BANK STREET, LOCHGELLY, KY5 9RD",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,22,S12000047
pub_lib.376,Aberdeenshire,151089312,"ABERDEENSHIRE COUNCIL, STRICHEN LIBRARY, 59A, WATER STREET, STRICHEN, AB43 6ST",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/strichen-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,32,S12000034
pub_lib.377,Dundee City,,"LOCHEE COMMUNITY LIBRARY, 47-49 HIGH STREET, LOCHEE, DUNDEE, DD2 3AU",/lochee-community-library,,,2018-06-29,5ad3c706-b7b3-4490-b0f6-b7ceb95d96fb,6,S12000042
pub_lib.378,West Lothian,200004121896,"LIBRARY, FAULDHOUSE PARTNERSHIP CENTRE, LANRIGG ROAD, FAULDHOUSE, EH47 9JD",,,,2019-04-10,801bda6d-fe36-456f-8666-4e9105b078b1,14,S12000040
pub_lib.379,North Lanarkshire,118005692,"CHAPELHALL LIBRARY, 2, HONEYWELL CRESCENT, CHAPELHALL, ML6 8XW",https://culturenl.co.uk/libraries/your-library/chapelhall-library/,,,2025-02-03,90de9621-d8c3-4565-92da-efa06d7de6c5,12,S12000050
pub_lib.380,Dumfries and Galloway,137003303,"DG CUSTOMER SERVICES - DALRY LIBRARY, 77, MAIN STREET, ST JOHNS TOWN OF DALRY, DG7 3UP",https://www.dumgal.gov.uk/article/15397/DG-Customer-Services-Dalry-Library,,,2019-04-08,5b5e0bc5-c7f4-490f-a638-d444fcf75044,18,S12000006
pub_lib.381,Highland,130174275,"CAOL LIBRARY, CAOL COMMUNITY CENTRE, GLENKINGIE STREET, CAOL, FORT WILLIAM, PH33 7DS",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,13,S12000017
pub_lib.382,Fife,320320454,"WINDMILL LIBRARY, WINDMILL COMMUNITY CAMPUS, WINDMILL ROAD, KIRKCALDY, KY1 3AL",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,20,S12000047
pub_lib.383,Falkirk,,"BO'NESS LIBRARY, SCOTLAND'S CLOSE, BO'NESS, EH510AH",,,,2025-02-03,ea017944-4acf-44f4-b405-cbf11fc018cb,1,S12000014
pub_lib.384,West Dunbartonshire,129031597,"ALEXANDRIA LIBRARY, GILMOUR STREET, ALEXANDRIA, G83 0DA",,,,2019-04-12,3011ba66-8dd6-4c97-93b5-649138a12fca,7,S12000039
pub_lib.385,Scottish Borders,,"PEEBLES LIBRARY, CHAMBERS INSTITUTE HIGH STREET PEEBLES EH45 8AG",http://www.liveborders.org.uk/libraries_and_archives(1)/libraries/find_your_nearest_library/peebles_library(1).aspx,,,2020-06-30,99d78906-c052-4865-80d8-ba53d27a38dc,11,S12000026
pub_lib.386,West Lothian,200004127325,"WHITBURN LIBRARY, UNION ROAD, WHITBURN, EH47 0AR",,,,2019-04-10,801bda6d-fe36-456f-8666-4e9105b078b1,12,S12000040
pub_lib.387,North Ayrshire,126061118,"KILBIRNIE BRANCH LIBRARY, AVILS PLACE, KILBIRNIE, KA25 6BL",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon & Tues 10-1, 2-5; Weds Closed; Thurs 2-7; Fri 10-1, 2-4.30; Sat 10-12.30.","Wifi, Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access., Computer Buddy Scheme., Adult Book Group meets every two weeks on Tuesdays at 11am., Online reference resources e.g. Britannica and Scran from home using your library card number (P0000....) , Homework club meets every Thursday 3.30-4.45pm during term-time., Free access to Grid Club website. , Past Papers , Other Facilities: public information screens; study areas, exhibition room; disabled access; toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-02-03,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,2,S12000021
pub_lib.388,North Lanarkshire,118046564,"CLELAND LIBRARY, MAIN STREET, CLELAND, ML1 5QW",https://culturenl.co.uk/libraries/your-library/cleland-library/,,,2025-02-03,90de9621-d8c3-4565-92da-efa06d7de6c5,4,S12000050
pub_lib.389,Dumfries and Galloway,137038201,"MAXWELL HALL, 77, MAIN STREET, PORT WILLIAM, DG8 9SD",https://www.dumgal.gov.uk/article/15585/DG-Customer-Services-Port-William,,,2019-04-08,5b5e0bc5-c7f4-490f-a638-d444fcf75044,23,S12000006
pub_lib.390,East Ayrshire,127039778,"EAST AYRSHIRE COUNCIL, DARVEL TOWN HALL, 10-12, WEST MAIN STREET, DARVEL, KA17 0AQ",https://eastayrshireleisure.com/index.php?a=landing&id=6&mid=6,,,2021-04-01,9c9c483c-05e0-47d9-9d7a-0a129b103bae,5,S12000008
pub_lib.391,Midlothian,120021589,"DALKEITH LIBRARY AND ARTS CENTRE, 2, WHITE HART STREET, DALKEITH, EH22 1AE",,,,2018-03-22,db0f9caf-b056-44a6-888a-f08bb22a47e5,7,S12000019
pub_lib.392,Inverclyde,119000076,"INVERCLYDE COUNCIL, GOUROCK LIBRARY, 9, KEMPOCK PLACE, GOUROCK, PA19 1QU",,,,2017-11-22,e42d5aee-a4f9-446b-a15c-c64c16a972fe,1,S12000018
pub_lib.393,Fife,320181208,"CADHAM LIBRARY, 12, CADHAM CENTRE, GLENROTHES, KY7 6RU",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,8,S12000047
pub_lib.394,Fife,320174804,"ST ANDREWS LIBRARY, CHURCH SQUARE, ST ANDREWS, KY16 9NN",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,41,S12000047
pub_lib.398,City of Edinburgh,,"MORNINGSIDE LIBRARY, 184 MORNINGSIDE ROAD, EH10 4PU",,Mon - Wed: 10am - 8pm. Thurs - Sat: 10am - 5pm,"Disabled access, Toilets for disabled users, Library Link ( Friday mornings ), Health in Mind ( on Wednesdays 10.30 - 12.00 ), IT for the visually impaired ( Tuesdays 10.30 - 12.30 ), Over 55's Computer Group ( Mondays 2.00 - 4.00 ).",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,17,S12000036
pub_lib.399,Dumfries and Galloway,137060036,"EASTRIGGS LIBRARY, EASTRIGGS PRIMARY SCHOOL, ANNAN ROAD, EASTRIGGS, DG12 6PZ",https://www.dumgal.gov.uk/article/15399/DG-Customer-Services-Eastriggs,,,2019-04-08,5b5e0bc5-c7f4-490f-a638-d444fcf75044,3,S12000006
pub_lib.400,Dundee City,,"DOUGLAS COMMUNITY LIBRARY, BALMORAL AVENUE, DUNDEE, DD4 8SD",/douglas-community-library,,,2018-06-29,5ad3c706-b7b3-4490-b0f6-b7ceb95d96fb,2,S12000042
